"","mutant_1","mutant_2","mutant_3","mutant_4","wt_1","wt_2","wt_3","wt_4"
"Snhg4",3936,3851,2490,1548,4013,6244,5345,3697
"Snhg4.1",131,108,87,43,142,226,233,143
"Matr3",6003,5964,4177,3049,8479,9990,10803,8308
"Gm50163",157,191,130,86,373,317,359,231
"Paip2",15880,15818,10291,8024,22395,23977,26305,19105
"Slc23a1",59,71,47,40,139,132,167,93
"Mzb1",3152,2407,3378,3349,4286,5845,7025,4702
"Prob1",31,35,16,17,53,64,65,41
"Spata24",1027,1167,773,435,1293,1784,1715,1405
"Dnajc18",965,990,715,578,1498,1535,1651,1228
"1700066B19Rik",81,93,85,64,165,152,207,115
"Ecscr",242,227,126,110,322,299,295,224
"Tmem173",1977,2216,1415,1079,2614,2929,2950,2222
"Ube2d2a",7031,7077,4968,3755,10923,12590,13227,10090
"Cxxc5",3964,4217,2751,2125,6477,6812,7462,5438
"Gm29417",34,64,41,28,105,70,71,43
"Gm50399",63,74,49,40,129,139,180,107
"Gm41693",0,0,0,0,0,1,1,0
"Gm36315",16,15,8,9,20,34,22,21
"C330008A17Rik",2,0,0,1,0,2,4,3
"Gm50405",1,4,3,0,9,7,8,7
"Psd2",7,0,6,0,2,12,18,3
"Nrg2",986,982,682,663,1268,1655,1992,1443
"4930471G03Rik",4,4,4,5,4,13,11,7
"Pura",6147,6628,4381,3584,10860,11254,12385,9501
"Igip",424,407,276,249,830,835,1001,748
"Cystm1",64,69,47,49,177,237,195,134
"Pfdn1",3637,3742,2759,2048,5595,6709,6862,5034
"Hbegf",220,176,126,85,326,363,412,290
"Gm50199",0,0,0,0,0,0,0,0
"Slc4a9",6,16,4,7,21,16,15,12
"Ankhd1",8958,9303,6511,5015,16287,18095,19214,13941
"Eif4ebp3",536,518,362,281,845,1029,1132,896
"Sra1",1633,1636,1186,857,2701,3106,3230,2383
"Apbb3",268,295,171,160,483,548,554,431
"Slc35a4",1078,1067,695,517,1542,2065,2008,1512
"E230025N22Rik",4,1,0,0,3,2,2,12
"Cd14",27,39,27,22,137,200,173,74
"Tmco6",499,514,352,285,770,818,870,692
"Ndufa2",6935,7077,5293,3913,10571,13398,13230,9799
"Ik",3747,3750,2708,1878,5933,7030,6967,5227
"Wdr55",760,709,484,328,965,1241,1102,828
"Dnd1",60,79,49,51,118,154,170,109
"Hars",1802,1846,1201,891,2572,3199,3173,2542
"Hars2",676,718,516,402,1180,1364,1380,1062
"Zmat2",3429,3549,2611,1869,4940,6178,5993,4116
"Pcdha1",0,0,0,0,1,0,0,0
"Gm37751",0,0,0,0,0,0,0,0
"Pcdha2",0,0,0,0,0,0,0,0
"Pcdha3",0,0,0,0,0,0,0,0
"Pcdha4",0,0,0,0,0,0,0,0
"Gm38225",0,0,0,0,0,0,0,0
"Pcdha5",0,0,0,0,0,0,0,0
"Gm37753",0,0,0,0,0,0,0,0
"Pcdha6",0,0,0,0,0,0,0,0
"Pcdha7",0,0,0,0,0,0,0,0
"Pcdha8",1,0,1,0,3,2,4,2
"Pcdha9",0,1,0,0,4,4,2,1
"Pcdha11",0,0,0,0,3,2,1,3
"Gm10545",1,0,0,0,2,2,2,1
"Pcdha11.1",2,3,4,1,9,7,8,3
"Pcdha12",1,0,1,0,1,2,1,0
"Pcdhac1",0,0,0,0,0,0,0,0
"Pcdhac2",0,1,0,0,0,0,0,0
"Gm10544",0,0,1,0,2,2,2,0
"Gm38097",0,0,0,0,0,0,0,0
"Pcdhb1",1,0,0,0,1,0,1,1
"Pcdhb2",0,0,2,2,1,0,8,1
"Pcdhb3",1,0,2,1,3,0,0,1
"Pcdhb4",7,8,4,3,7,9,15,10
"Pcdhb5",15,11,10,3,18,20,30,8
"Pcdhb6",0,2,0,0,0,1,1,1
"Pcdhb7",5,3,1,2,1,3,2,5
"Pcdhb8",0,0,1,0,0,0,0,0
"Pcdhb9",1,0,1,0,1,1,0,1
"Pcdhb10",0,0,0,0,0,0,0,0
"Pcdhb11",0,0,1,0,2,0,0,0
"Gm37446",0,0,0,0,1,0,0,0
"Pcdhb12",2,3,0,0,5,3,4,1
"Pcdhb13",1,2,0,1,6,3,1,2
"Pcdhb14",15,4,7,0,14,22,22,24
"Pcdhb15",1,2,0,0,2,0,1,0
"Pcdhb16",74,76,45,24,129,98,117,92
"Pcdhb17",44,53,42,32,89,86,109,72
"Pcdhb18",16,15,7,14,24,19,24,24
"Pcdhb19",32,32,25,23,58,71,61,58
"Pcdhb20",21,20,13,7,43,44,33,22
"Pcdhb21",31,25,20,14,31,38,39,28
"Pcdhb22",26,26,25,20,64,74,56,59
"4930517L18Rik",0,0,0,0,0,0,0,0
"Slc25a2",4,8,3,2,4,10,8,3
"Taf7",1912,1516,918,772,3868,3470,3862,2951
"3222401L13Rik",88,85,86,66,211,218,246,145
"Pcdhga1",34,36,25,23,86,79,78,48
"Gm37118",0,0,0,0,1,0,1,1
"Pcdhga2",6,20,12,8,26,22,32,20
"Pcdhga3",3,4,4,5,5,16,10,7
"Pcdhgb1",6,3,7,5,9,7,16,11
"Pcdhga4",6,3,1,2,6,8,11,6
"Pcdhgb2",9,4,11,8,22,9,23,13
"Pcdhga5",36,46,35,35,94,64,74,39
"Pcdhga6",52,45,38,39,92,66,105,78
"Gm37165",5,8,13,8,49,35,44,16
"Pcdhga7",33,42,27,33,85,76,78,49
"Pcdhgb4",67,99,67,53,174,199,192,145
"Pcdhga8",19,39,26,19,59,43,36,45
"Pcdhgb5",101,123,99,58,193,229,197,152
"Pcdhga9",103,88,83,65,156,149,185,120
"Pcdhgb6",70,74,34,32,100,95,135,69
"Gm26672",97,122,98,87,364,291,286,134
"Pcdhga10",54,89,47,59,133,107,127,97
"Pcdhgb7",18,27,23,23,48,48,45,35
"Pcdhga11",29,36,17,25,35,35,45,40
"Pcdhga12",159,156,140,92,306,329,389,268
"BC037039",3,3,2,1,4,3,10,0
"Pcdhgc3",16,14,7,6,23,18,20,21
"Pcdhgc4",50,47,38,30,73,97,103,68
"Pcdhgc5",29,28,18,16,38,46,46,40
"Gm38182",0,0,0,0,0,0,0,0
"Gm29994",34,30,8,16,57,44,54,39
"Diaph1",11322,12030,8094,6644,21010,20591,23489,18246
"Hdac3",1303,1338,987,680,1885,2338,2343,1799
"Rell2",241,210,127,107,321,388,362,272
"Fchsd1",157,157,106,92,354,324,364,283
"Arap3",319,252,229,190,692,729,841,766
"Gm30093",1,0,0,1,1,4,5,0
"Pcdh1",5,2,2,5,1,5,1,1
"2010320O07Rik",0,0,0,0,1,0,1,0
"1700086O06Rik",279,306,223,144,429,454,537,404
"Dele1",1105,1149,759,554,1792,2101,2088,1606
"Pcdh12",3,0,8,3,2,3,0,0
"Rnf14",2261,2396,1767,1333,4268,4334,4923,3702
"Gnpda1",596,625,478,372,999,1238,1244,955
"Ndfip1",6242,6008,4164,3743,12014,12412,13047,9658
"Spry4",25,19,19,12,55,63,76,60
"9630014M24Rik",31,35,28,13,47,64,83,61
"Fgf1",33,42,24,30,307,295,345,206
"Gm5820",18,14,10,11,263,201,283,175
"Arhgap26",6370,6519,4387,3774,9809,10246,11770,8984
"Gm15334",0,1,0,0,0,0,1,0
"Gm15336",126,112,95,71,317,253,288,167
"Gm15337",9,12,11,6,31,17,29,17
"Nr3c1",6166,6491,4607,3544,11352,12269,13234,10015
"Gm50397",1,3,2,0,6,7,5,5
"Gm30961",3,1,5,3,3,9,9,2
"Pabpc2",2,0,0,0,1,2,0,1
"Gm41708",3,0,0,0,0,0,2,0
"Gm50395",1,0,1,0,0,2,0,0
"Gm50396",0,0,0,0,0,0,0,0
"Yipf5",1870,1990,1357,1023,3195,3615,3739,2770
"Gm31087",1,0,0,0,0,1,0,1
"Kctd16",10,10,8,6,27,32,37,18
"Gm31019",0,0,0,0,1,1,1,0
"C030017B01Rik",0,0,0,0,0,0,0,0
"Gm31205",2,0,0,1,0,2,0,2
"Gm50410",24,30,25,25,67,74,92,49
"Prelid2",874,917,688,510,1619,1653,1750,1320
"Grxcr2",0,0,0,0,1,0,0,0
"Sh3rf2",9,4,8,0,12,12,17,3
"Plac8l1",1,0,0,0,2,3,2,3
"Lars",3682,3843,2719,2039,5808,7065,6841,4880
"Gm4013",354,405,261,225,596,606,635,400
"Rbm27",3742,4022,2778,2198,6537,7485,7503,5649
"Pou4f3",0,0,0,0,0,0,0,0
"Tcerg1",6275,6604,4488,3000,9205,11666,11474,8713
"Gpr151",0,0,0,0,3,0,1,0
"Gm50214",18,8,2,9,20,17,11,14
"C030004G16Rik",0,1,0,1,1,2,1,1
"Ppp2r2b",1663,1245,732,689,10412,9886,10181,1712
"4933407I08Rik",0,0,0,0,0,0,0,0
"4930588A03Rik",1,0,2,0,0,0,0,0
"Stk32a",0,0,0,0,2,0,2,1
"Dpysl3",103,127,78,16,31,61,92,27
"Eif3j2",50,69,52,35,109,132,116,84
"AC156546.1",0,0,0,0,0,0,0,0
"Jakmip2",6,9,7,4,9,7,8,5
"Spink1",0,1,0,0,1,0,1,0
"Scgb3a2",0,0,0,1,3,0,0,0
"Gm94",0,0,0,0,0,0,1,1
"Gm41715",1,0,0,0,1,0,0,0
"Gm50207",0,0,0,0,1,2,1,1
"Spink5",0,0,0,0,0,0,0,0
"Spink14",0,0,1,0,0,1,0,0
"Spink6",0,0,0,0,1,1,0,0
"Spink12",0,0,0,0,0,0,0,0
"Gm37797",0,0,0,0,0,0,0,0
"Gm10267",0,0,0,0,0,0,0,0
"Spinkl",0,0,0,0,0,1,1,0
"Spink11",0,0,0,0,0,0,1,0
"Gm10542",0,0,0,0,0,1,0,0
"Npy6r",0,0,0,0,0,0,0,0
"Gm41717",1,2,0,2,2,2,0,1
"Myot",0,0,0,0,2,0,1,0
"Dcp2",2250,2390,1588,1233,3660,4506,4425,3401
"Mcc",206,206,139,142,672,649,654,504
"A930012L18Rik",4,1,1,0,13,4,4,5
"Ythdc2",1179,1308,905,665,2278,2635,2600,2129
"Gm31706",1,0,0,0,1,3,3,0
"Kcnn2",2,2,1,1,9,1,4,1
"A330093E20Rik",7,7,4,1,33,17,27,17
"Trim36",92,89,49,66,133,153,184,156
"Pggt1b",2097,2150,1499,1133,3847,3899,4243,3168
"Ccdc112",1019,1107,768,636,2187,2130,2411,1676
"Gm4107",49,42,17,18,87,61,69,75
"Fem1c",2644,2645,1723,1356,3965,4357,4799,3645
"Ticam2",298,355,201,159,383,547,564,397
"Tmed7",2387,2206,1579,1213,3712,4348,4625,3507
"Eif1a",3673,3373,2519,1830,5519,6472,6057,4377
"Gm3734",2,0,1,0,3,3,4,3
"Cdo1",47,49,42,30,98,109,90,89
"Atg12",1552,1577,1127,926,2703,2782,3017,2315
"Ap3s1",3172,3035,3296,2294,4360,4972,5702,5233
"Lvrn",2,5,4,0,2,7,8,2
"Arl14epl",0,0,0,0,0,1,1,0
"Gm49974",116,92,78,67,172,169,220,131
"Commd10",1727,1655,1107,912,3010,3215,3551,2752
"Hspe1-rs1",243,205,160,85,212,407,337,277
"Gm49975",1,2,0,2,2,1,1,1
"Sema6a",55,37,58,42,261,206,192,106
"Gm50086",0,1,0,0,0,0,0,0
"9130209A04Rik",0,0,0,0,0,1,1,1
"Gm50223",0,0,0,0,1,0,1,0
"Gm5095",0,0,1,0,2,3,1,2
"Gm41720",0,0,0,0,3,0,1,0
"Gm4146",0,0,0,0,2,2,2,1
"G630055G22Rik",1,4,6,5,8,5,5,6
"Eno1b",75,65,38,37,78,76,79,68
"Gm50229",0,0,0,0,1,0,0,0
"1700044K03Rik",0,0,0,0,0,0,0,0
"Dtwd2",824,878,566,454,1399,1478,1598,1188
"Gm16283",66,52,37,41,93,103,110,117
"1700065O20Rik",0,0,0,0,0,0,1,0
"Dmxl1",6123,6429,4276,3328,11382,12010,13150,9815
"Tnfaip8",18928,19497,13219,10502,33965,36195,38658,27848
"C030005K06Rik",90,87,67,53,186,174,184,109
"Hsd17b4",2036,2177,1531,1138,3389,3627,3854,2829
"Fam170a",1,0,1,0,0,0,1,0
"Pudp",0,0,0,0,2,0,1,0
"Prr16",0,6,0,2,21,18,38,34
"Gm50446",0,0,0,0,1,0,0,0
"Ftmt",0,0,0,0,0,0,0,0
"Srfbp1",1468,1484,1016,746,2312,2445,2501,1875
"Lox",0,1,4,0,2,3,2,1
"Gm41724",3,1,0,0,7,4,1,3
"Zfp474",0,2,2,2,7,5,8,3
"1700034E13Rik",0,0,0,0,0,0,2,0
"Gykl1",0,0,0,0,0,0,0,0
"Sncaip",248,279,242,258,602,429,644,463
"Ancv1r",0,2,0,1,2,0,0,0
"Snx2",4569,4949,3680,2816,7700,8287,9238,6466
"Snx24",1348,1677,1363,1242,3844,3823,4209,2951
"Ppic",1251,1213,998,633,1260,1432,1547,1085
"Prdm6",1,0,3,0,3,2,6,1
"Gm19466",38,45,44,29,127,117,94,72
"Cep120",2484,2508,1690,1354,4363,4361,4949,3614
"Csnk1g3",4169,4386,3123,2448,7162,7902,8729,6418
"Redrum",4,1,3,2,12,40,33,26
"Gm50361",1,0,1,0,0,0,0,0
"4933434P08Rik",0,0,0,0,0,0,0,0
"9330117O12Rik",2,7,6,8,10,7,18,12
"Gm33732",3,2,3,5,8,6,5,7
"Zfp608",22220,22507,15863,12894,42023,40427,49387,36643
"Gm4221",557,638,449,360,1165,974,1359,832
"AC163347.1",5,3,1,3,10,1,9,2
"Gm4230",1,0,0,0,1,0,1,0
"Gramd3",1555,1461,1162,912,2241,2303,2556,1671
"Aldh7a1",1203,1258,849,668,1867,2149,2099,1601
"Phax",2473,2715,1883,1335,3602,4073,4279,3079
"Tex43",7,15,21,8,21,22,26,20
"Gm50288",0,0,0,0,0,0,0,0
"Lmnb1",6280,6825,4642,2536,6573,10407,9627,7732
"March3",3153,3484,2663,2255,9660,9999,11759,8681
"Gm15345",138,115,100,68,328,268,372,287
"C330018D20Rik",469,515,344,303,803,947,1117,717
"Megf10",4,4,12,7,48,22,30,9
"Gm50201",0,0,0,0,0,0,0,0
"Prrc1",1920,1852,1322,1097,3307,3692,3831,2887
"4930511M06Rik",43,67,38,26,125,128,119,71
"Gm19500",4,1,1,0,8,8,5,1
"Ctxn3",0,0,0,0,0,0,0,0
"1700066O22Rik",0,0,0,0,0,0,0,0
"Ccdc192",0,12,4,1,12,21,14,18
"2210409D07Rik",0,0,0,0,0,1,1,1
"Gm19519",0,3,0,2,3,1,0,3
"Slc12a2",1254,1128,958,708,2814,3115,3269,2415
"Fbn2",0,5,1,2,5,8,5,1
"Slc27a6",358,410,287,223,1060,860,1080,767
"Isoc1",2483,2637,1694,1274,3699,4818,4630,3475
"Gm50227",0,0,0,0,0,0,0,0
"Adamts19",0,0,0,2,6,3,5,0
"Minar2",0,0,0,1,0,1,1,0
"Chsy3",361,366,468,244,816,774,899,784
"Gm38695",0,0,0,0,0,0,0,0
"Gm4951",1451,1208,787,704,3151,3036,3669,2550
"Gm4841",239,191,119,92,430,480,517,417
"Gm50237",27,24,15,15,80,75,78,66
"F830016B08Rik",189,196,108,90,584,548,575,440
"Iigp1",2096,1620,934,839,4162,4218,4792,3512
"Smim3",1521,1167,854,684,2142,2087,2309,1790
"Dctn4",2745,2721,1887,1479,4957,5103,5383,4136
"Rbm22",2231,2267,1448,1093,3324,3930,3923,3029
"Myoz3",2,1,0,1,3,3,5,4
"Synpo",35,21,18,18,55,41,42,40
"Ndst1",1644,1699,1103,956,2874,3294,3406,2744
"Rps14",150964,155914,103487,75680,225337,267434,274448,213589
"Cd74",28206,20735,15971,22161,26347,34590,31507,29592
"Tcof1",3137,3241,2206,1508,4719,6060,5610,4393
"Arsi",3,5,3,1,7,18,21,19
"Camk2a",1581,1600,1113,902,3090,3140,3241,2488
"Slc6a7",1,0,0,0,1,3,0,0
"Cdx1",0,0,0,0,0,0,0,0
"Pdgfrb",520,577,340,231,745,783,929,572
"Csf1r",279,330,229,197,1261,1527,1464,657
"Hmgxb3",1504,1572,1131,829,2556,2986,3016,2268
"Slc26a2",435,449,341,269,894,1043,1093,770
"Pde6a",12,31,12,17,39,51,61,38
"Ppargc1b",1123,1172,924,573,1696,2308,2223,1791
"Lncbate10",0,0,1,0,0,1,0,0
"Gm46637",0,0,0,0,0,0,1,0
"Arhgef37",3,12,3,3,13,12,10,4
"Csnk1a1",11710,12253,8376,6258,19278,21525,22492,16492
"Bvht",27,28,18,18,63,49,40,26
"Carmn",0,0,0,0,0,0,1,0
"Il17b",0,0,0,0,0,0,0,0
"Gm38165",0,0,0,0,0,0,0,0
"Pcyox1l",850,813,626,361,986,1310,1371,1103
"Grpel2",909,1017,684,499,1429,1692,1777,1348
"1500015A07Rik",428,447,297,250,672,609,679,495
"Afap1l1",6139,6353,3993,3067,7901,7972,8367,6842
"Ablim3",12,12,10,13,27,17,36,15
"Sh3tc2",5,7,4,1,57,111,75,90
"Gm41750",0,1,0,0,0,4,0,3
"Adrb2",503,383,249,236,811,783,899,624
"Gm9949",19,24,14,9,49,39,48,40
"Htr4",1,4,3,1,1,3,1,1
"Fbxo38",2307,2247,1580,1228,3962,4065,4500,3389
"Spink10",167,203,112,111,252,282,307,214
"Gm36368",0,0,1,1,1,1,2,2
"Spink7",0,0,0,0,0,0,0,0
"Spink13",25,35,11,24,55,58,53,24
"2700046A07Rik",10,12,6,3,18,11,28,16
"Gm50128",1,2,1,0,1,0,0,1
"Apcdd1",127,156,71,65,142,228,225,143
"Napg",1175,1312,920,665,2211,2591,2491,1912
"Piezo2",9,3,15,4,6,18,6,8
"Gm26972",3,9,1,1,13,18,16,6
"Txnl1",6381,6203,4534,3130,8782,11219,10879,8522
"Wdr7",1865,1851,1359,1126,3685,4079,4351,3135
"Gm50106",3,2,2,1,5,9,1,3
"St8sia3os",2,0,1,0,4,3,9,3
"St8sia3",0,0,0,0,2,2,1,0
"Onecut2",0,2,3,7,6,3,9,3
"Fech",776,828,557,490,1672,1831,2028,1462
"Nars",2632,2536,1894,1536,4514,5509,5182,3793
"Atp8b1",38,23,46,27,147,145,106,70
"Gm50353",0,0,1,0,0,0,0,0
"Gm29860",0,0,0,0,0,0,0,0
"A330084C13Rik",14,11,13,6,18,22,29,17
"Nedd4l",6775,6870,4722,3629,11184,11774,13307,10119
"Gm50368",61,74,43,40,226,146,173,87
"Gm29966",0,0,0,0,0,1,0,0
"Alpk2",71,79,52,29,118,135,151,91
"F730048M01Rik",0,0,0,1,1,0,0,0
"Gm41757",3,0,3,0,4,5,1,2
"Gm50221",1,0,0,0,0,2,0,0
"Gm50228",5,0,0,1,2,6,6,7
"Malt1",3096,3059,1938,1646,5181,5411,6108,4643
"Gm30018",1,2,0,1,3,0,2,1
"Gm41760",33,31,18,16,52,51,70,32
"Zfp532",2166,2142,1494,1241,3329,3271,3990,2920
"Gm50115",15,9,8,2,22,21,9,14
"AC132307.1",61,64,54,47,110,105,130,78
"Oacyl",1,1,2,1,1,0,1,0
"Sec11c",9037,8457,7143,5763,12247,15371,16189,12072
"Gm30094",0,0,1,0,0,0,0,0
"Grp",0,1,0,1,1,0,1,0
"Rax",0,0,0,0,0,0,0,0
"Raxos1",0,0,0,0,0,0,0,0
"Cplx4",0,0,0,0,0,0,1,0
"Lman1",3162,3175,2502,1743,4617,5897,5826,4079
"Gm50142",0,0,0,0,0,0,0,0
"Ccbe1",3,5,0,4,13,13,17,5
"Gm50143",0,0,0,0,0,0,0,0
"Gm15958",0,1,0,0,0,1,1,1
"Pmaip1",229,107,56,76,258,266,256,189
"Gm9926",6,8,9,6,18,12,18,6
"Gm50161",0,0,0,0,0,0,1,0
"Gm30190",0,0,0,0,0,0,1,2
"Gm22219",0,0,0,0,0,0,0,0
"Gm50162",2,0,1,0,2,0,0,0
"Mc4r",0,0,0,0,0,0,0,0
"Gm19784",1,1,0,0,0,0,1,0
"Gm50164",0,0,0,0,0,0,0,0
"Gm50165",0,0,0,0,0,0,0,0
"Gm50166",0,0,0,1,2,1,1,1
"Gnal",98,61,50,35,154,126,157,107
"Gm50169",12,9,5,6,22,15,14,20
"Chmp1b",956,774,577,439,1584,1625,1721,1282
"Mppe1",1136,1022,723,568,1816,1925,2143,1745
"Impa2",3814,3950,2768,1855,4838,6075,6283,4956
"B430212C06Rik",25,26,15,18,56,33,48,33
"Cidea",3,3,3,1,2,1,5,3
"Tubb6",217,166,124,84,272,338,374,259
"Afg3l2",1785,1776,1375,919,3019,3697,3732,2824
"Prelid3a",31,17,20,11,47,42,46,20
"Spire1",771,755,637,463,1741,2142,2196,1834
"Cep76",364,358,252,168,551,681,688,580
"Psmg2",2086,2033,1528,1070,2747,3379,3441,2460
"Ptpn2",3915,3894,2675,2122,6477,7084,7583,5676
"4930549G23Rik",825,910,656,484,1405,1437,1590,1169
"Gm26910",195,198,126,109,325,276,330,228
"Seh1l",1754,1701,1215,868,2446,3093,3137,2465
"Cep192",3609,4050,2649,1891,5597,6647,7005,5551
"Ldlrad4",5374,6191,3874,3142,8933,8527,10613,6889
"Gm41764",40,52,30,20,124,99,96,67
"Fam210a",1437,1581,1042,798,2138,2485,2614,1931
"Rnmt",2594,2740,1852,1282,3847,4490,4744,3424
"Mc5r",1018,1121,866,655,1417,1570,1998,1430
"Mc2r",7,7,5,13,20,23,26,24
"Gm29677",10,7,4,2,17,17,17,14
"Gm30641",1,1,0,1,3,1,3,2
"Gm50260",0,0,0,0,0,0,0,0
"4930546C10Rik",2,3,0,4,2,6,3,0
"Gm31294",1,1,0,0,1,1,0,1
"A730085E03Rik",0,0,0,0,0,0,0,0
"Gm4402",1,0,0,0,0,0,0,0
"Tcf4",15547,16827,11455,9197,23178,25530,28208,19508
"Gm50215",0,2,0,0,2,3,2,1
"Ccdc68",10,4,7,9,22,34,28,23
"1700061H18Rik",0,2,0,2,5,8,5,6
"4930448D08Rik",0,0,0,0,0,1,0,0
"Rab27b",543,663,468,316,1345,1214,1475,1159
"Dynap",0,0,0,0,0,0,0,0
"AC124764.1",0,0,0,0,0,0,1,0
"4930503L19Rik",742,685,497,361,1133,1361,1456,1115
"Stard6",157,193,126,105,325,312,367,254
"Poli",987,998,663,443,1507,1595,1886,1287
"Mbd2",4964,5144,3590,2798,7841,8867,9674,7552
"Gm50261",2,1,1,0,2,0,7,1
"Dcc",20,26,2,4,39,30,22,15
"Gm31819",0,0,0,0,0,0,0,0
"Gm31908",0,0,0,0,1,0,0,0
"Mex3c",1771,1663,1096,877,2768,3021,3340,2558
"Smad4",3656,3772,2641,2074,5964,6519,7018,5348
"Gm32548",0,0,1,1,0,1,0,2
"Elac1",588,582,375,314,964,1044,1141,866
"Me2",2066,2068,1523,1122,3034,3857,4005,3069
"Mro",0,1,1,0,3,0,1,0
"Mapk4",143,130,110,115,276,273,391,344
"D730045A05Rik",0,0,0,0,0,0,1,0
"Gm9925",0,0,0,0,0,0,0,0
"Ska1",425,528,383,229,466,769,735,745
"Cxxc1",1111,1106,758,568,1631,1716,1772,1357
"Mbd1",1692,1770,1165,885,2869,2929,3256,2453
"Cfap53",33,42,25,15,95,77,111,74
"Myo5b",7,8,3,4,23,21,50,15
"1700120E14Rik",0,0,0,0,0,0,0,0
"Acaa2",1890,1839,1412,1021,2388,2770,2883,2214
"Lipg",22,9,51,34,37,35,30,26
"9030625G05Rik",0,0,0,0,0,0,0,0
"Rpl17",149938,150421,100642,74826,208165,245295,256822,197141
"BC031181",3417,3263,2188,1708,5666,6064,6394,4876
"Dym",6341,6488,4433,3340,10176,11396,12340,9817
"Gm20544",38,44,31,25,64,47,50,33
"Smad7",3473,2869,2106,1659,4989,4914,4891,3985
"Ctif",1779,1909,1395,990,2738,3205,3457,2635
"Gm10532",8,3,5,4,9,15,11,8
"1700034B16Rik",0,0,0,0,0,0,0,0
"Zbtb7c",7,7,7,5,28,14,18,13
"1700003O11Rik",0,0,0,0,0,0,0,0
"2900057B20Rik",0,0,0,0,0,0,0,0
"BC026513",22,18,21,16,32,31,44,26
"Smad2",4392,4420,3008,2210,6892,7758,8158,6141
"Gm31933",0,0,0,0,0,0,0,0
"Skor2",0,0,0,0,1,0,0,0
"Ier3ip1",3075,3158,2299,1791,5099,5826,6083,4513
"Hdhd2",1742,1713,1261,838,2498,2765,2936,2191
"Katnal2",47,69,77,28,62,97,108,75
"Pias2",3715,4057,2726,2054,6378,7087,7659,5589
"Gm7276",0,0,0,0,1,0,0,0
"St8sia5",0,0,0,0,1,1,1,1
"Gm50284",0,0,0,0,0,0,0,0
"Loxhd1",0,3,1,1,1,0,2,1
"Rnf165",3,9,2,2,12,17,16,6
"8030462N17Rik",2868,2883,2070,1569,4778,5138,5767,4377
"A330094K24Rik",2,3,1,1,2,7,3,0
"Haus1",1350,1381,929,546,1369,1971,1866,1391
"Atp5a1",15314,14727,10477,7534,20020,25338,25102,19676
"Pstpip2",396,466,336,307,1606,1402,1785,1574
"F830208F22Rik",5,3,3,3,16,17,20,14
"Epg5",1227,1261,906,766,2389,2401,2908,2014
"Siglec15",26,23,12,15,37,39,44,38
"Slc14a1",2616,2934,2003,1664,5174,4736,6000,4293
"Slc14a2",5,15,12,11,20,22,25,9
"Gm6133",121,178,100,64,219,261,230,221
"4931439C15Rik",2,0,3,5,3,4,3,1
"Setbp1",1323,1174,1011,1125,2650,2450,3218,2202
"Pard6g",664,783,494,336,1002,1147,1234,885
"Gm21886",1,0,0,0,0,0,2,0
"Adnp2",931,944,588,455,1290,1569,1669,1315
"Gm41787",0,1,0,0,4,2,4,0
"Rbfaos",8,4,6,1,8,8,12,10
"Rbfa",2657,2673,1771,1294,3360,3890,4102,3244
"Gm16286",4785,4499,3133,2312,6037,7503,7529,5768
"Txnl4a",2991,2867,2091,1352,3367,4800,4379,3584
"Hsbp1l1",21,30,15,20,65,41,66,48
"Pqlc1",1433,1416,998,855,2519,2377,2897,2186
"Kcng2",91,92,84,56,157,204,269,222
"Gm26676",0,4,2,0,5,7,7,4
"Ctdp1",945,890,634,406,1288,1644,1738,1309
"Gm50209",89,82,42,46,159,133,146,94
"Gm41790",23,19,22,6,50,29,46,25
"Nfatc1",2593,2501,1655,1352,4149,4578,5071,3836
"Gm50211",13,18,9,9,19,27,26,14
"Atp9b",5323,5351,3641,2852,9641,9945,10654,7781
"Gm47272",39,43,37,19,128,103,86,70
"Sall3",0,0,0,0,3,0,7,0
"Gm27239",0,0,0,0,0,0,0,0
"Gm50424",1,0,1,0,0,0,1,0
"Gm50423",0,0,0,0,0,0,0,1
"4930594M17Rik",0,0,0,0,0,1,0,0
"Gm30192",0,0,0,1,2,1,1,0
"Gm30288",0,0,0,0,1,4,1,0
"Gm50412",1,0,0,0,0,0,0,0
"Gm41792",0,0,0,0,0,0,0,0
"Gm50414",0,0,0,0,0,0,0,0
"Gm50290",0,0,0,0,0,0,0,0
"Gm50291",0,0,0,0,0,0,0,0
"Gm46614",1,0,1,0,0,1,0,0
"Gm30454",0,0,0,0,0,0,0,0
"Gm50292",0,0,0,0,0,0,0,0
"Gm30593",0,2,1,0,1,0,1,0
"Gm50294",0,0,0,0,0,0,0,0
"Gm50298",0,0,0,0,0,0,0,0
"B020010K11Rik",68,77,47,38,85,119,127,76
"Galr1",0,0,0,0,0,0,0,0
"Mbp",4116,4205,2851,2290,7257,7688,8521,6424
"Zfp236",2100,2170,1423,1191,3551,4018,4224,3190
"Gm46620",24,29,16,14,78,52,82,35
"Gm50350",14,11,6,2,13,5,14,14
"Gm41793",1,0,0,0,1,0,0,0
"Gm50351",0,0,0,0,0,0,0,0
"2210420H20Rik",0,0,0,0,0,0,0,0
"Gm50356",0,0,0,0,0,0,0,0
"4930445N18Rik",9,7,3,10,21,16,13,9
"Gm30889",1,2,1,0,1,0,4,2
"Zfp516",1674,1703,1265,1028,2754,2877,3196,2664
"4930592I03Rik",10,7,6,1,12,14,10,9
"AC142100.1",2,2,4,5,4,5,5,5
